isimler,linkler,tarihler,aciklamalar
Cosan Show,https://www.imdb.com/title/tt19861982/?ref_=sr_t_1678,2013,
2020-2021 Süper Lig,https://www.imdb.com/title/tt13074816/?ref_=sr_t_1679,2020–2021,
Hizir Ekip,https://www.imdb.com/title/tt29932037/?ref_=sr_t_1680,2013,
Bir Bogaz Efsanesi: Vapurlar,https://www.imdb.com/title/tt27263088/?ref_=sr_t_1681,2004,
Belalim Benim,https://www.imdb.com/title/tt28602841/?ref_=sr_t_1682,1999,"Emrah kills his girlfriend's murderer and goes to jail. After getting out of prison, he goes to the Captain, whom he met in prison, and starts working with him, and after that, events develop."
Electro Monolog,https://www.imdb.com/title/tt13805668/?ref_=sr_t_1683,2021,
Anne Babamla Evlensene,https://www.imdb.com/title/tt0448269/?ref_=sr_t_1684,2002,
Bizim Edebiyatimiz,https://www.imdb.com/title/tt16794638/?ref_=sr_t_1685,2021,"Mehmet Onder and his guests examine various works, genres and themes from Classical Turkish literature."
Mucize Hayatlar,https://www.imdb.com/title/tt14891734/?ref_=sr_t_1686,2013–2014,
Adal,https://www.imdb.com/title/tt13045844/?ref_=sr_t_1687,2018–2020,
The Assembly of Cinema,https://www.imdb.com/title/tt16676986/?ref_=sr_t_1688,2010,"It was the most unusual cine-show in the history of Turkish TV stations. It had treated cinema like a science and discussed it with scientists, philosophers and not with a superficiality suitable for the taste of the weekend audience."
Empati,https://www.imdb.com/title/tt26787804/?ref_=sr_t_1689,2022– ,"What would you do? The question is simple but the answer is difficult. Ahmet Mümtaz Taylan is coming to the screen with ""Empathy"" on NTV in the new season."
Rastgele,https://www.imdb.com/title/tt10567456/?ref_=sr_t_1690,2019,
Film Gibi,https://www.imdb.com/title/tt4707080/?ref_=sr_t_1691,2013,
Sampiyonlar Ligi 2013 Promo,https://www.imdb.com/title/tt17057674/?ref_=sr_t_1692,2013–2014,
Geleneksel Evler,https://www.imdb.com/title/tt16796650/?ref_=sr_t_1693,2021,"A series about traditional houses which were built from the light of culture, geography and society is examined. The history, materials and interiors of houses from various parts of the world will be shed light on."
Ev Yapımı,https://www.imdb.com/title/tt12100754/?ref_=sr_t_1694,2020,
Slice of Life,https://www.imdb.com/title/tt2174160/?ref_=sr_t_1695,2012,"Everyone has different relations with their refrigerator. ""Slice of Life"" has been developed from the idea of people making nice relations with refrigerators."
Chef's Delight,https://www.imdb.com/title/tt30151665/?ref_=sr_t_1696,2023,
Saskin Bakkal 216,https://www.imdb.com/title/tt11667660/?ref_=sr_t_1697,2020,"Remzi goes to Japan for work. There he studied far eastern philosophy and returns home as a life coach. While his parents are happy to be able to see their son, his sister is not happy with this. This turn of Remzi will cause fun events in Bagdat Caddesi Saskinbakkal."
Aninda Manset,https://www.imdb.com/title/tt15520668/?ref_=sr_t_1698,2020– ,
Koleksiyoner,https://www.imdb.com/title/tt16900234/?ref_=sr_t_1699,2019–2020,"Different collections, stories, places and memories. The program examines the backgrounds of the collections."
Demet Akbag ile Güldürme Beni,https://www.imdb.com/title/tt21336750/?ref_=sr_t_1700,2022,"The contestants who are recorded with cameras hidden in the walls and objects, will do their best not to laugh at their rivals' jokes. Demet Akbag will make the contestants' job harder in each episode with the support of her famous guests."
Gençlik Basimda Duman,https://www.imdb.com/title/tt21109096/?ref_=sr_t_1701,2017,
Düsünüyorum Öyleyse Varim,https://www.imdb.com/title/tt28021929/?ref_=sr_t_1702,2023,"In each episode of this series, Pelin Batu will lead us in pursuit of ""brave new worlds"" in our daily lives, based on the thought of a philosopher."
Tarihin Ruhu,https://www.imdb.com/title/tt16900292/?ref_=sr_t_1703,2019,We re-experience the history in the company of images hidden in the archives
Evleneceksen Gel,https://www.imdb.com/title/tt10315180/?ref_=sr_t_1704,2015–2017,
Benim Sanatim,https://www.imdb.com/title/tt16405124/?ref_=sr_t_1705,2016–2021,"The program brings to the screen the story of artists from Turkey, who live in the main cities of art and have achieved great success in the international arena."
Sifir Atik,https://www.imdb.com/title/tt18351782/?ref_=sr_t_1706,2020,
Seytan ile Imtihan,https://www.imdb.com/title/tt6135092/?ref_=sr_t_1707,2016,A girl from Imam Hatip Schools must face with Satan. Will she stay faithful or become a sinner?
Ve Insan,https://www.imdb.com/title/tt10315268/?ref_=sr_t_1708,2003–2010,
Kuzeyin Oglu Volkan Konak,https://www.imdb.com/title/tt14364362/?ref_=sr_t_1709,2021,
YouTuber Duragi,https://www.imdb.com/title/tt13045802/?ref_=sr_t_1710,2019,
Zanyar,https://www.imdb.com/title/tt28109788/?ref_=sr_t_1711,2023– ,"Ridvan and Umut, who make a living by collecting garbage, become the leaders of the recycling market with their plans to overthrow the king of the recycling market of Zanyar, whose name they have just heard."
Müjdat Gezen'le Pazar Soleni,https://www.imdb.com/title/tt16965870/?ref_=sr_t_1712,2002–2003,
Amatör Küme,https://www.imdb.com/title/tt4681208/?ref_=sr_t_1713,2015,"Football, football, football... This is a weekly sport series in TRT on every Thursday Morning. Every week its telling terrifying stories of amateur football players who plays for his and his neighbours honour."
Kum Saati,https://www.imdb.com/title/tt11660592/?ref_=sr_t_1714,2010,
Cengiz Semercioglu ile Bu Gece,https://www.imdb.com/title/tt10946164/?ref_=sr_t_1715,2019,
Mucize Lezzetler,https://www.imdb.com/title/tt2261620/?ref_=sr_t_1716,2011,
Bu Iliski Nasil Kurtulur,https://www.imdb.com/title/tt13836542/?ref_=sr_t_1717,2020,
Sen Gidince,https://www.imdb.com/title/tt16965668/?ref_=sr_t_1718,2002–2003,
Ressam,https://www.imdb.com/title/tt13286500/?ref_=sr_t_1719,2020,Ali has had linked dreams every Friday since his childhood. He stays in a small student house with his two friends Ahmet and Murat. They have studied together since childhood and they started the university in Istanbul and came to Istanbul from Ankara and started to live together.
Bodrum da Yarim Yamalak,https://www.imdb.com/title/tt5186026/?ref_=sr_t_1720,2016,
Can Yesilyurt,https://www.imdb.com/title/tt6529834/?ref_=sr_t_1721,2015,
3 Insan 3 Öykü,https://www.imdb.com/title/tt11043300/?ref_=sr_t_1722,2008,
Tuhaf Taksi,https://www.imdb.com/title/tt9355416/?ref_=sr_t_1723,2013,
Eşyanın Serüveni,https://www.imdb.com/title/tt14117642/?ref_=sr_t_1724,2020,
Yildiz Doganlar,https://www.imdb.com/title/tt14132810/?ref_=sr_t_1725,2021,Natural born stars teach others to become a star.
Gelinim Sensin,https://www.imdb.com/title/tt15445202/?ref_=sr_t_1726,2016,
Sokopop Portreler: Hülya Avsar,https://www.imdb.com/title/tt16737094/?ref_=sr_t_1727,2020,"Hülya Avsar who is the ""number one"" of Turkey according to Müslüm Gürses, the Madonna of Turkey according to Meral Aksener and the smartest and most beautiful woman of Turkey according to her, is scrutinized her hypermedia life and sparkling career by Sokopop."
Deryali Günler,https://www.imdb.com/title/tt12795610/?ref_=sr_t_1728,2010–2011,
Eskimeyen Dostlar,https://www.imdb.com/title/tt15747582/?ref_=sr_t_1729,2001,
Hayatta Her Sey Var,https://www.imdb.com/title/tt15409898/?ref_=sr_t_1730,2015,
Evdekiler,https://www.imdb.com/title/tt4082512/?ref_=sr_t_1731,2014,
Sokopop: Yesilçam 101,https://www.imdb.com/title/tt14563530/?ref_=sr_t_1732,2021,"Welcome to Yesilçam 101. Sokopop Memory Rescue Team prepared an accelerated Yesilçam curriculum for you. These three basic courses you will attend with distance education then you will be ready to shoot your own movie in the Yesilçam universe. Your feather pens and scented If your erasers are ready, our lesson begins."
Rabia,https://www.imdb.com/title/tt21936566/?ref_=sr_t_1733,2003,
Kisa Film Kusagi,https://www.imdb.com/title/tt19850920/?ref_=sr_t_1734,2022– ,"A program for moviegoers, featuring award-winning short films."
Iyi Ki Varsin,https://www.imdb.com/title/tt1570346/?ref_=sr_t_1735,2006,
Bir Filmin Hikayesi,https://www.imdb.com/title/tt22011908/?ref_=sr_t_1736,2003–2004,
Kapanmadan Kazan,https://www.imdb.com/title/tt10542150/?ref_=sr_t_1737,2019,"In the format in which two people compete together, one contestant answers the questions and the other contestant tries to collect the prizes before the door closes."
Komedi Türk,https://www.imdb.com/title/tt6079310/?ref_=sr_t_1738,2008,
Bilirkisi Degiliz,https://www.imdb.com/title/tt12863296/?ref_=sr_t_1739,2020– ,
Amerika'da Türk Olmak,https://www.imdb.com/title/tt13185514/?ref_=sr_t_1740,2006–2007,
15 Dakika,https://www.imdb.com/title/tt11043068/?ref_=sr_t_1741,2017,
Çay Molasi,https://www.imdb.com/title/tt3692936/?ref_=sr_t_1742,2013,"An Englishman, Andy Boyns, and a Turk, Gozde Serbetci, jump into a caravan and start to explore Turkey. Visiting the beautiful sights of Turkey, they share their exciting moments with you and beautiful images with two different perspectives."
Basimiza Gelenler,https://www.imdb.com/title/tt0448273/?ref_=sr_t_1743,2002,
Kara Duvak,https://www.imdb.com/title/tt0989273/?ref_=sr_t_1744,2007,"Changing lives in the face of the harsh rules of society. A war between an intrepid girl and an idealistic doctor. Two lives, two powerful families and an accident that connects their fates."
Talibi Irsadi,https://www.imdb.com/title/tt8069800/?ref_=sr_t_1745,2018,
Al Sana Haber,https://www.imdb.com/title/tt16021822/?ref_=sr_t_1746,2021,
Istanbul Kafasi,https://www.imdb.com/title/tt12223716/?ref_=sr_t_1747,2012–2014,
Rejisör Sefik Künefe,https://www.imdb.com/title/tt21342612/?ref_=sr_t_1748,2022,The director of the sex frenzy of the seventies turns upside down some of his attempts to survive in the changing conditions of the industry.
Sevgili Vatanim,https://www.imdb.com/title/tt10341082/?ref_=sr_t_1749,2017,
Drama Pasta,https://www.imdb.com/title/tt22040312/?ref_=sr_t_1750,2020– ,
Sanat Söylesileri,https://www.imdb.com/title/tt16734078/?ref_=sr_t_1751,2019,"""What is art, who is the artist, what is the difference between craft and art, and what are the art disciplines?"". The program, moderated by art historian Selçuk Mülayim, seeks answers to these questions with expert guests."
Ezgi'nin Kanali,https://www.imdb.com/title/tt22040158/?ref_=sr_t_1752,2015– ,
Tiyatro Zamani,https://www.imdb.com/title/tt14625796/?ref_=sr_t_1753,2021,
Isin Show,https://www.imdb.com/title/tt0476094/?ref_=sr_t_1754,2005,
Bir Milyon Canli Para,https://www.imdb.com/title/tt12994626/?ref_=sr_t_1755,2014–2015,
Tutku Çemberi,https://www.imdb.com/title/tt0907070/?ref_=sr_t_1756,2001–2002,
Dobra Dobra,https://www.imdb.com/title/tt17316100/?ref_=sr_t_1757,2011–2016,
Studio Visits,https://www.imdb.com/title/tt27835210/?ref_=sr_t_1758,2021– ,Unique visits to showcase the rarely seen environments of several international designers and artists where they work and create.
Nisvan: Tarihe adını yazdıran kadınlar,https://www.imdb.com/title/tt6015230/?ref_=sr_t_1759,2010,
Ertelenmiş Hayatlar,https://www.imdb.com/title/tt4708352/?ref_=sr_t_1760,2007,
Sen De Yap,https://www.imdb.com/title/tt11041664/?ref_=sr_t_1761,2019,
Eren Aktan,https://www.imdb.com/title/tt21631666/?ref_=sr_t_1762,2018– ,
Iyiler Kötüler Futbolcular,https://www.imdb.com/title/tt14183342/?ref_=sr_t_1763,2021,
Eskici,https://www.imdb.com/title/tt16796494/?ref_=sr_t_1764,2019–2020,"In this program, we visit tagareens, antique shops and auctions. In each episode, we hear special stories by guests."
Her Sey Dahil,https://www.imdb.com/title/tt12789778/?ref_=sr_t_1765,2011–2017,
Altin Elbiseli Adam,https://www.imdb.com/title/tt2027336/?ref_=sr_t_1766,2011,
Bizim Köyün Kizlari,https://www.imdb.com/title/tt16194436/?ref_=sr_t_1767,2021,
Mahmut & Meryem,https://www.imdb.com/title/tt6954428/?ref_=sr_t_1768,2013,"In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father."
Hayirdir Insallah,https://www.imdb.com/title/tt8325402/?ref_=sr_t_1769,2006–2008,
Sehir Konusuyor,https://www.imdb.com/title/tt13153770/?ref_=sr_t_1770,2020,
Ana Ocagi,https://www.imdb.com/title/tt6369474/?ref_=sr_t_1771,2014–2016,
Ehveniser,https://www.imdb.com/title/tt6982068/?ref_=sr_t_1772,2015,"Guest musicians appear on each episode in Venus Music Studios in Istanbul, Turkey. Live Music Show."
Sinirlari Asmak,https://www.imdb.com/title/tt13212916/?ref_=sr_t_1773,2014,
Gizemler Diyarına Yolculuk,https://www.imdb.com/title/tt3962034/?ref_=sr_t_1774,2012,
Is Dünyasi,https://www.imdb.com/title/tt16993422/?ref_=sr_t_1775,2007–2010,
Büyük Teklif,https://www.imdb.com/title/tt1160432/?ref_=sr_t_1776,2006,
Yeni Sahne: TRT Muzik,https://www.imdb.com/title/tt18345426/?ref_=sr_t_1777,2021,
Elif'ten Z'ye,https://www.imdb.com/title/tt6998244/?ref_=sr_t_1778,2016,
Tam Pansiyon,https://www.imdb.com/title/tt0426803/?ref_=sr_t_1779,2004,
Etno Ritim,https://www.imdb.com/title/tt2874582/?ref_=sr_t_1780,2010–2012,
Derya Baykal'la Gülümse,https://www.imdb.com/title/tt12795598/?ref_=sr_t_1781,2019,
Saglikli Kaçamak,https://www.imdb.com/title/tt13776918/?ref_=sr_t_1782,2021,"You will find both traditional and healthy versions of flavors. Can a meal be both ""healthy"" and ""cheat""?"
Ekmek ve Gül,https://www.imdb.com/title/tt4489280/?ref_=sr_t_1783,2015,
Sokakta Hayat Var,https://www.imdb.com/title/tt3678574/?ref_=sr_t_1784,2012,
Kel Alaka,https://www.imdb.com/title/tt4235918/?ref_=sr_t_1785,2014,
Anadolu Kaplanlari,https://www.imdb.com/title/tt2014468/?ref_=sr_t_1786,2011,
T Kusagi,https://www.imdb.com/title/tt15048810/?ref_=sr_t_1787,2021,"An application that no one admits to watching but can't give up: TikTok. This world, in which even its phenomena have stepped into fear, has now identified with the Z generation and gave a generation the opportunity to make its voice heard. Not only that, this app has already managed to create its own generation."
Filiz Özkol ile Yildizlarin Altinda,https://www.imdb.com/title/tt26699528/?ref_=sr_t_1788,2012,Current effects are explained in terms of astrology.
Güzel Ülke,https://www.imdb.com/title/tt2147018/?ref_=sr_t_1789,2011,
Elif'in Düsleri,https://www.imdb.com/title/tt8172092/?ref_=sr_t_1790,2016–2018,
Ates Dansi,https://www.imdb.com/title/tt14525574/?ref_=sr_t_1791,1998,Handan is a stylist trying to keep her family together. One day her sister experiences a tragedy.
6 Sport,https://www.imdb.com/title/tt2030445/?ref_=sr_t_1792,2011,
Burada Laf Çok,https://www.imdb.com/title/tt3210500/?ref_=sr_t_1793,2011–2019,
Cennetin Sirlari,https://www.imdb.com/title/tt14390100/?ref_=sr_t_1794,2011,
Multiplayer,https://www.imdb.com/title/tt2582284/?ref_=sr_t_1795,2012,
Dede Korkut Hikayeleri,https://www.imdb.com/title/tt6520686/?ref_=sr_t_1796,2013,
Yas 15,https://www.imdb.com/title/tt8842192/?ref_=sr_t_1797,2009,
Maksut'un Neolokal Mutfagi,https://www.imdb.com/title/tt9053230/?ref_=sr_t_1798,2014,
Çile Bülbülüm,https://www.imdb.com/title/tt15056946/?ref_=sr_t_1799,2021,"""Çile Bülbülüm"" is a mini-documentary series about the difficulties experienced by a group of music people who earn their living with music and try to make a living in various cities of Turkey."
Reha Muhtar'a Itiraf,https://www.imdb.com/title/tt26655836/?ref_=sr_t_1800,2002–2003,"Confessions within the family, deadlocks in relationships, protracted partnerships, traumas from the past are discussed and confronted with all sides in the studio."
Perili Ev,https://www.imdb.com/title/tt10348720/?ref_=sr_t_1801,2004,
EducatedearTW,https://www.imdb.com/title/tt15807028/?ref_=sr_t_1802,2018,
Yol Geçen Kasabasi,https://www.imdb.com/title/tt7477266/?ref_=sr_t_1803,2013,
Yeni Bir Hayat,https://www.imdb.com/title/tt2962250/?ref_=sr_t_1804,2012,"""Yeni Bir Hayat"" is a reality television show which started in Turkey in 2012. The show centers on overweight contestants attempting to lose the most weight to fight for a cash prize. There are different variations of ""Yeni Bir Hayat"" has made its own adaptation to the show."
Memet Özer ile Mutfakta,https://www.imdb.com/title/tt15511808/?ref_=sr_t_1805,2016,
Hayatimizin Fon Müzigi,https://www.imdb.com/title/tt3399986/?ref_=sr_t_1806,2006–2007,
The Sorika,https://www.imdb.com/title/tt15843012/?ref_=sr_t_1807,2016,
Enine Boyuna,https://www.imdb.com/title/tt15476826/?ref_=sr_t_1808,2007,
Tibi ile Pisi,https://www.imdb.com/title/tt9003638/?ref_=sr_t_1809,2016–2017,"In this series, we met Tibi a beautiful smart and clever girl and her friend Pisi a funny cat, they traveling together, and fight with problems and they learn new lesson from them adventures. The series location is a Istanbul. The story is based on the two main characters and what's going to happen in each episode."
